customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,multiple_lines_no,multiple_lines_no_phone_service,multiple_lines_yes,online_security_no,online_security_no_internet_service,online_security_yes,online_backup_no,online_backup_no_internet_service,online_backup_yes,device_protection_no,device_protection_no_internet_service,device_protection_yes,tech_support_no,tech_support_no_internet_service,tech_support_yes,streaming_tv_no,streaming_tv_no_internet_service,streaming_tv_yes,streaming_movies_no,streaming_movies_no_internet_service,streaming_movies_yes,contract_type_month-to-month,contract_type_one_year,contract_type_two_year,internet_service_type_dsl,internet_service_type_fiber_optic,internet_service_type_none,payment_type_bank_transfer_(automatic),payment_type_credit_card_(automatic),payment_type_electronic_check,payment_type_mailed_check
5054-IEXZT,Male,Non-Senior,No,Yes,1,Yes,No,No,Yes,No,No,No,No,Yes,75.35,75.35,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
5055-BRMNE,Female,Non-Senior,Yes,Yes,67,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,106.7,7009.5,0,Two year,Fiber optic,Credit card (automatic),No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
5055-MGMGF,Female,Non-Senior,Yes,No,65,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,105.05,6914.95,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
5056-FIMPT,Female,Non-Senior,No,Yes,43,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,106.0,4532.3,0,One year,Fiber optic,Credit card (automatic),Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
5057-LCOUI,Female,Non-Senior,No,No,39,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,50.75,2011.4,1,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
5057-RKGLH,Female,Non-Senior,Yes,Yes,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,191.1,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
5060-TQUQN,Male,Non-Senior,Yes,Yes,30,Yes,Yes,No,Yes,No,Yes,No,No,Yes,83.55,2570.2,0,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
5061-PBXFW,Female,Non-Senior,Yes,Yes,32,Yes,No,Yes,Yes,No,Yes,No,No,No,61.4,1864.65,0,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
5062-CJJKH,Male,Non-Senior,Yes,Yes,25,Yes,No,No,Yes,Yes,No,No,No,No,53.65,1355.45,0,One year,DSL,Mailed check,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
5063-IUOKK,Male,Non-Senior,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.75,265.75,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
5066-GFJMM,Female,Non-Senior,Yes,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.9,45.75,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
5067-DGXLL,Male,Non-Senior,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,36.8,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
5067-WJEUN,Male,Non-Senior,Yes,Yes,67,Yes,No,Yes,Yes,No,No,No,No,Yes,54.2,3838.2,0,Two year,DSL,Bank transfer (automatic),Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
5067-XJQFU,Male,Senior,Yes,Yes,66,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.45,7076.35,0,One year,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
5071-FBJFS,Female,Non-Senior,Yes,Yes,4,Yes,No,Yes,No,No,No,No,No,No,50.3,217.1,0,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
5073-RZGBK,Female,Non-Senior,Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,80.05,4042.2,0,One year,DSL,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
5073-WXOYN,Female,Non-Senior,No,No,60,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,50.8,3027.4,1,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
5074-FBGHB,Male,Non-Senior,No,No,64,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,104.65,6889.8,0,One year,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
5075-JSDKI,Female,Non-Senior,No,No,59,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.45,1493.1,0,Two year,None,Electronic check,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No
5076-YVXCM,Male,Non-Senior,No,No,51,Yes,Yes,No,No,No,No,No,Yes,No,83.4,4149.45,0,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
5077-DXTCG,Female,Non-Senior,No,No,1,Yes,No,No,No,No,No,No,No,Yes,45.3,45.3,1,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
5081-NWSUP,Female,Non-Senior,No,No,10,Yes,No,No,Yes,No,Yes,No,Yes,No,64.9,685.55,0,One year,DSL,Mailed check,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
5084-OOVCJ,Female,Non-Senior,Yes,Yes,17,Yes,No,Yes,No,No,Yes,No,No,Yes,55.35,920.5,0,Month-to-month,DSL,Credit card (automatic),Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No
5087-SUURX,Female,Non-Senior,Yes,No,18,No,No phone service,No,No,Yes,No,Yes,No,Yes,39.05,669.85,1,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
5088-QZLRL,Male,Non-Senior,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.65,20.65,0,Month-to-month,None,Electronic check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No
5089-IFSDP,Female,Non-Senior,Yes,No,58,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,109.45,6144.55,1,Two year,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No
5090-EMGTC,Female,Non-Senior,Yes,No,59,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,100.05,6034.85,0,Two year,Fiber optic,Mailed check,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes
5091-HFAZW,Female,Non-Senior,No,No,2,Yes,No,Yes,Yes,No,No,Yes,No,Yes,91.15,168.5,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
5092-STPKP,Female,Non-Senior,No,No,24,Yes,No,Yes,No,No,Yes,No,No,No,56.35,1381.2,0,Month-to-month,DSL,Credit card (automatic),Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No
5093-FEGLU,Female,Non-Senior,Yes,No,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,921.55,0,Two year,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No
5095-AESKG,Female,Non-Senior,Yes,No,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,91.5,242.95,1,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
5095-ETBRJ,Female,Non-Senior,Yes,No,55,Yes,No,Yes,Yes,No,Yes,No,No,No,56.8,3112.05,0,Two year,DSL,Mailed check,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
5099-BAILX,Male,Senior,Yes,Yes,43,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,110.75,4687.9,1,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
5103-MHMHY,Female,Non-Senior,No,Yes,1,Yes,No,No,No,No,No,No,No,No,45.95,45.95,1,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
5108-ADXWO,Male,Non-Senior,No,No,11,Yes,No,Yes,No,No,No,No,No,Yes,73.5,791.75,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
5110-CHOPY,Female,Non-Senior,No,No,60,No,No phone service,Yes,No,Yes,No,Yes,Yes,No,53.6,3237.05,0,Two year,DSL,Electronic check,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
5115-GZDEL,Male,Non-Senior,No,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,No,67.2,4671.7,0,Two year,DSL,Credit card (automatic),No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
5115-SQAAU,Female,Non-Senior,Yes,Yes,69,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.6,1673.4,0,Two year,None,Bank transfer (automatic),No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No
5117-IFGPS,Male,Senior,Yes,No,29,Yes,Yes,No,No,No,No,No,Yes,Yes,84.3,2357.75,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
5117-ZSMHQ,Female,Non-Senior,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.9,6342.7,0,Two year,DSL,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
5118-MUEYH,Female,Non-Senior,Yes,No,48,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,105.1,5083.55,0,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
5119-KEPFY,Male,Non-Senior,Yes,No,36,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.0,3440.25,0,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
5119-NZPTV,Male,Senior,Yes,No,2,Yes,No,No,No,No,No,No,No,No,70.1,141.65,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
5120-ZBLAI,Female,Non-Senior,Yes,No,50,Yes,Yes,No,No,Yes,No,Yes,Yes,No,75.7,3876.2,0,One year,DSL,Bank transfer (automatic),No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
5122-CYFXA,Female,Non-Senior,No,No,3,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,75.3,244.1,0,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
5124-EOGYE,Male,Non-Senior,No,No,31,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,638.55,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
5125-CNDSP,Male,Non-Senior,No,Yes,63,No,No phone service,Yes,Yes,No,Yes,No,No,Yes,40.6,2588.95,0,One year,DSL,Bank transfer (automatic),No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No
5126-RCXYW,Male,Non-Senior,Yes,Yes,54,No,No phone service,No,No,Yes,Yes,No,Yes,No,46.0,2424.05,0,Two year,DSL,Credit card (automatic),No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
5127-BZENZ,Female,Non-Senior,Yes,Yes,56,Yes,Yes,Yes,No,No,No,Yes,No,No,65.2,3512.15,0,One year,DSL,Bank transfer (automatic),No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No
5129-HHMZC,Female,Non-Senior,Yes,No,43,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,86.45,3574.5,0,Two year,DSL,Credit card (automatic),No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
5129-JLPIS,Male,Non-Senior,No,No,25,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,105.5,2686.05,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
5130-IEKQT,Male,Senior,No,No,25,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,105.95,2655.25,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes
5130-YPIRV,Female,Non-Senior,Yes,No,62,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,72.0,4284.2,0,Two year,DSL,Credit card (automatic),Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No
5131-PONJI,Male,Non-Senior,Yes,Yes,49,Yes,No,No,Yes,Yes,No,Yes,No,Yes,90.4,4494.65,0,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
5133-POWUA,Male,Non-Senior,No,No,1,Yes,No,No,No,No,No,No,No,Yes,45.8,45.8,0,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
5133-VRSAB,Male,Non-Senior,No,No,8,No,No phone service,Yes,No,No,No,No,No,No,29.35,216.45,0,Month-to-month,DSL,Mailed check,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
5134-IKDAY,Female,Non-Senior,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,69.8,69.8,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
5135-GRQJV,Male,Senior,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,114.5,8331.95,0,Two year,Fiber optic,Mailed check,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes
5135-RDDQL,Female,Non-Senior,Yes,Yes,63,Yes,No,Yes,No,No,No,No,No,Yes,50.65,3221.25,0,Two year,DSL,Bank transfer (automatic),Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
5136-GFPMB,Male,Non-Senior,No,No,54,Yes,Yes,No,No,Yes,No,No,Yes,No,89.4,4869.5,0,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
5136-KCKGI,Female,Non-Senior,Yes,Yes,33,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,103.7,3467.0,1,One year,Fiber optic,Mailed check,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
5136-RGMZO,Male,Non-Senior,No,No,31,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,71.05,2168.15,0,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
5138-WVKYJ,Male,Non-Senior,No,No,10,Yes,Yes,Yes,No,No,No,Yes,Yes,No,98.55,1008.55,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
5140-FOMCQ,Female,Non-Senior,Yes,No,59,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,109.15,6557.75,0,One year,Fiber optic,Credit card (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
5141-ZUVBH,Female,Non-Senior,No,Yes,9,Yes,No,Yes,No,Yes,Yes,No,Yes,No,93.0,870.25,0,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
5143-EGQFK,Female,Senior,No,No,10,No,No phone service,No,No,No,Yes,No,No,Yes,29.65,291.4,1,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
5143-WMWOG,Male,Non-Senior,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,19.95,1,Month-to-month,None,Electronic check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No
5144-PQCDZ,Male,Non-Senior,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.95,59.25,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
5144-TVGLP,Male,Senior,No,No,38,Yes,Yes,No,No,No,No,Yes,Yes,No,94.75,3653.0,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
5146-CBVOE,Female,Non-Senior,No,No,16,Yes,No,No,Yes,No,No,No,No,No,75.1,1212.85,0,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
5146-YYFRZ,Male,Non-Senior,No,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,1311.75,0,Two year,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No
5148-HKFIR,Female,Non-Senior,No,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,406.95,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
5148-ORICT,Female,Non-Senior,Yes,No,64,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,74.35,4759.55,0,Two year,DSL,Mailed check,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
5149-CUZUJ,Male,Non-Senior,Yes,Yes,28,Yes,No,No,Yes,Yes,Yes,Yes,No,No,92.9,2768.35,0,One year,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
5149-QYTTU,Female,Non-Senior,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,95.15,6770.85,0,One year,Fiber optic,Credit card (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
5149-TGWDZ,Female,Non-Senior,No,No,21,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,104.55,2239.4,0,One year,Fiber optic,Mailed check,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
5150-ITWWB,Male,Senior,No,No,3,Yes,Yes,No,No,No,No,Yes,Yes,Yes,94.85,335.75,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
5150-LJNSR,Male,Non-Senior,Yes,Yes,31,Yes,Yes,Yes,No,Yes,No,Yes,No,No,98.05,3082.1,0,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
5151-HQRDG,Male,Non-Senior,Yes,No,37,Yes,Yes,Yes,No,No,No,No,No,Yes,55.05,2030.75,0,Month-to-month,DSL,Mailed check,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
5153-LXKDT,Male,Non-Senior,Yes,Yes,68,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,110.2,7467.5,0,Two year,Fiber optic,Electronic check,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
5153-RTHKF,Female,Non-Senior,No,No,34,Yes,Yes,No,No,No,No,Yes,No,No,85.35,2896.6,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
